cdr_record_id,id,main_commodity,commodity_observed_name,total_mineral_resource_tonnage,total_mineral_reserve_tonnage,total_mineral_resource_contained_metal,total_mineral_reserve_contained_metal,country,state_or_province,mineral_site_name,total_mineral_resource_tonnage_max,total_mineral_reserve_tonnage_max
024d19dd4d5c56766d1b384671e30aa6b57f4c726d486bc798982b21ebe6a3ebf1,53,zinc,zinc,313.446672,0.0,7.193676873599999,0.0,Canada,British Columbia,Jersey-Emerald Property,313.446672,0.0
02535c4f674d8805775d2f1f50fafdaa51b248a5be809de9545d6ecb5b36f8c076,54,tungsten,tungsten,44.884,0.0,0.3827984,0.0,Canada,Yukon,Mactung Tungsten Deposit,44.884,0.0
02566050697784428cb9bc4d6cf5546d1e07f671eefc62f79aa3163701fb17fcdb,56,nickel,nickel,4.7981808,0.0,0.04165422408,0.0,Canada,Manitoba,Mel Property,4.7981808,0.0
025796826433dd6cdf01ec348bb1a9673e8b0ce341c1411c59f2199b2eb480fc03,57,earth_metals,dysprosium,21.397,0.0,0.003976104,0.0,Canada,Newfoundland,Deep Fox and Foxtrot Project,21.397,0.0
02596f3d7bfe5e58de85015cd0abf9eb2fff3bff407aa4ce89aaa23d5912d11798,62,tungsten,tungsten,424.6,0.0,0.40678000000000003,0.0,Canada,Yukkon,Northern Dancer Project,424.6,0.0
025dd42f5bc4101f22c3faff620bdd312be9eef5d1c8f63957fb4dd4ba3b3cf5bd,63,lithium,lithium,29.479999999999997,0.0,0.4512352,0.0,Canada,Quebec,Whabouchi Property,29.479999999999997,0.0
026849b35f50a197aa3448a570b5ba0f3b1444bc2bcaf59d991049bb41ea0b2aa9,64,earth_metals,niobium,211.18599999999998,0.0,1.3779979999999998,0.0,United States,Nebraska,Elk Creek Niobium Project,211.18599999999998,0.0
026b22dd9cce535c80d578f5598ade2801434de617f98c423706b74b21b3ae0842,67,copper,copper,370.7,0.0,0.65324,0.0,Romania,,Rovina Valley Project,370.7,0.0
026c9993ee5115052b886ab125f63034af64b3875957c623164d8177b295b2f28b,69,tungsten,tungsten,3.7199999999999998,0.0,0.014133199999999999,0.0,Canada,British Columbia,Jersey Emerald Property,3.7199999999999998,0.0
026f12b605e4bf2de3422dc9d6c46137d4352830e62633c37eee997fb83d8a8ad7,72,tungsten,tungsten,1.051,0.0,0.0054032,0.0,Canada,New Brunswick,Burnt Hill Deposit,1.051,0.0
02711c830d14cbb8e365574b7aa58d792209a84d07eabf7c7354c342c93e260991,74,zinc,zinc,7.039999999999999,4.59,0.27249999999999996,0.1638,Nova Scotia,Canada,Scotia Mine,7.039999999999999,4.59
0275b5be425dad03ece21eaa64ebc388d765b47ed001e4956f494978c11214f37d,78,nickel,nickel,9.326999999999998,0.0,0.017522699999999995,0.0,Canada,Ontario,Thunder Bay North Polymetallic Project,9.326999999999998,0.0
02771a5d21ae0aca3c5bfe28f1b0c73eebe1790745adcf42cc10105946c31add6e,86,nickel,nickel,53.974509,0.0,0.47996011242,0.0,Canada,Quebec,Nunavik Nickel Project,66.43245,0.0
027f4f5ca8be841e00474f044b45a69418e89c82716cb3c2fe94e4d1b39651b2db,91,zinc,zinc,50.0,98.0,7.1516,17.3574,United States,Alaska,Red Dog Mine,50.0,98.0
02803cfd4ec0dbf1737007ec5c679c3d4ac44087e8a3514cc9a959584936e829cb,92,earth_metals,niobium,46.08575999999999,0.0,0.239664096,0.0,Canada,Ontario,James Bay Niobium Project,46.08575999999999,0.0
0282c948fe022812010a8038565908c020e63cda7f19dae55862689222c6a96725,93,tungsten,tungsten,1.3657678272,0.9255245327999999,0.017372248860959998,0.01000988613072,Canada,Northwest Territories,Cantung Mine,1.3657678272,0.9255245327999999
02855c7e7b75c5c849650174b457b8641d6fbca279bdc6ea75ab41d00d1fc43534,95,lithium,lithium,481.68899999999996,0.0,1.37175706,0.0,United States,Nevada,Lithium Nevada Project,481.68899999999996,0.0
0287cf94e53415a2b2a1ebd6c0a1776284f0ffb796d7ebc772e3cbbfbcfbb49ffd,99,zinc,zinc,2.324,4.3229999999999995,0.21377909999999997,0.320782,Spain,,Reocin Mine,2.324,4.3229999999999995
028abb1176e1a8f66e0d09abb1f8249b316f289c285b6ff91747e4fecd76ed7570,100,tungsten,tungsten,2.7249999999999996,0.0,0.0154795,0.0,Portugal,,Tabuaco Tungsten Project,2.7249999999999996,0.0
02945af605b10c33ab8f9b6892686262f39eab56ca1c046b08b018f3345668e9e8,102,tungsten,tungsten,13.074437,0.0,0.045612692600000004,0.0,Canada,New Brunswick,Mount Pleasant Property,13.074437,0.0
02a2b93ee61f2863bcb417b27855cb63d63a3c53b73622174f7c5688b0d4dc159c,103,tungsten,tungsten,15.187,1.952,0.0341945,0.0039199,Portugal,Castelo Branco,Panasqueira Mine,15.187,1.952
02a3813b610d66c8ca0c3dc7ffb99f879b7696ddde59af5b9b4f5b89b29740f745,104,earth_metals,niobium,794.555,45.715999999999994,3.1639654999999998,0.2439519,Canada,Quebec,Niobec Mine,794.555,45.715999999999994
02a432b7e0c3f5432c7606759a6851e66a8f45094d522fa7c4c460084d9a5ddbc9,106,nickel,nickel,1.867,0.0,0.0257436,0.0,Canada,Ontario,Turnagain Nickel Property,1.867,0.0
02aab13c251f7d11f5bf4a0d752331726ada09d10eac1b32c0b45ae39b0737da38,108,nickel,nickel,1.867,0.0,0.0257436,0.0,Canada,Ontario,Hart Project,1.867,0.0
02abf69f51a0e21c9ad50e36cb536696e6a6a5ff726c334b7092faaa35a36894ef,109,earth_metals,niobium,102.41999999999999,0.0,0.1624168,0.0,Canada,Quebec,Crevier Niobium Project,102.41999999999999,0.0
02b20820f4c67344312d82445536f374e15a2a712e4479875ae3c8901572a14b33,117,tungsten,tungsten,18.485,0.0,0.0158762,0.0,Canada,New Brunswick,Mount Pleasant Property,33.684999999999995,0.0
02b9ba7f8441a85820598cf896e53ed2d92d08c594e3dec861824d50ea45e3299e,119,earth_metals,niobium,63.5,0.0,0.33316999999999997,0.0,Canada,Ontario,James Bay Niobium Project,63.5,0.0
02bd5fc823c94377b503d25f763f847fb6b1bf7ae5c64a0d45f583477c18365535,120,zinc,zinc,8.5857,0.0,1.4752919,0.0,Peru,Amazonas,Bongara Zinc Project,8.5857,0.0
02d40055ac23d9034c815a941763045780b709289537ed42a56b7390db074d11cd,122,nickel,nickel,0.728699,0.0,0.0072068073,0.0,Canada,Ontario,McWatters Mine,0.728699,0.0
02d68d7253a5ba5f137bfa8bc8343698b68c5582f8b4059a4c91e9434a1377289c,123,copper,copper,196.54,0.0,0.130426,0.0,United States,Alaska,Whistler Project,196.54,0.0
02d6aeb8f78cf9ef7fdfbeba29f74d13ddd58b804330b6e125ed865123dde10795,126,earth_metals,niobium,250.60000000000002,0.0,0.32509400000000005,0.0,Canada,Quebec,Montviel Core Zone REE Mineral,250.60000000000002,0.0
02d9a146a8cf7c5bb24daf373a93f9a1a01bd14530620856c7f796bbe30490ca7c,130,zinc,zinc,217.85062599999998,0.0,15.6778590724,0.0,Australia,Brisbane,Mehdiabad Base Metal Project,217.85062599999998,0.0
02f011a7f2a8dd69ce2abb6ea2b90f84f3fa4d6d443d969bbf843740e2f4b18ad1,131,lithium,lithium,120.6,61.6,2.8907999999999996,1.7271999999999998,Australia,Western Australia,Greenbushes Lithium Operations,120.6,61.6
02fbe6e649215a04386141250f3d6657f3887371021baf75e756ee8248ce018f0c,136,earth_metals,dysprosium,6.231,0.0,0.0011860360000000001,0.0,Canada,Newfoundland,Deep Fox Project,6.231,0.0
02fd98e067010f8d853d2c018cb002be462ac7fcd895af4125beb89f42b659f89d,145,nickel,nickel,9.754999999999999,0.0,0.018282999999999997,0.0,Canada,Ontario,Thunder Bay North Polymetallic Project,9.754999999999999,0.0
